,TCGA-OL-A5D6-01A-21R-A27Q-07,TCGA-AN-A0FT-01A-11R-A034-07,TCGA-B6-A0RH-01A-21R-A115-07
ENSG00000268593.3,0,0,0
ENSG00000268595.1,0,0,0
ENSG00000268597.1,0,0,0
ENSG00000268598.1,0,0,7
ENSG00000268601.1,12,12,12
ENSG00000268603.1,3,1,0
ENSG00000268605.1,0,0,0
ENSG00000268606.5,0,0,0
ENSG00000268614.1,0,0,0
ENSG00000268615.1,4,8,5
ENSG00000268618.1,0,1,0
ENSG00000268620.1,3,0,0
ENSG00000268621.6,9,2,9
ENSG00000268623.2,0,0,0
ENSG00000268628.2,3,7,6
ENSG00000268629.8,0,0,0
ENSG00000268635.2,0,0,0
ENSG00000268636.1,0,0,0
ENSG00000268643.2,0,0,0
ENSG00000268649.5,3,1,1
ENSG00000268650.3,2,14,13
ENSG00000268651.3,0,0,0
ENSG00000268652.1,0,0,0
ENSG00000268654.2,1,1,2
ENSG00000268655.2,10,5,6
ENSG00000268658.5,27,2,36
ENSG00000268659.2,0,0,0
ENSG00000268660.1,9,1,1
ENSG00000268663.1,0,0,0
ENSG00000268669.1,0,0,0
ENSG00000268670.1,9,4,6
ENSG00000268673.3,0,0,0
ENSG00000268677.1,0,0,0
ENSG00000268678.1,5,3,7
ENSG00000268681.1,0,0,0
ENSG00000268683.1,0,0,0
ENSG00000268685.1,3,0,0
ENSG00000268686.2,2,88,319
ENSG00000268696.3,0,0,0
ENSG00000268705.1,3,1,2
ENSG00000268707.1,4,8,30
ENSG00000268711.1,0,0,0
ENSG00000268713.1,0,0,0
ENSG00000268717.1,6,1,0
ENSG00000268723.1,1,0,1
ENSG00000268729.1,0,0,0
ENSG00000268731.1,0,0,2
ENSG00000268734.1,0,0,0
ENSG00000268736.1,0,0,0
ENSG00000268738.3,0,1,1
ENSG00000268739.1,0,0,0
ENSG00000268742.1,0,0,0
ENSG00000268743.1,2,1,2
ENSG00000268744.1,2,6,1
ENSG00000268745.1,0,0,0
ENSG00000268746.1,2,0,0
ENSG00000268747.1,11,2,5
ENSG00000268750.7,0,0,0
ENSG00000268751.1,1391,47,42
ENSG00000268754.4,2,0,0
ENSG00000268756.1,9,4,4
ENSG00000268758.7,20,3,1
ENSG00000268764.1,6,4,1
ENSG00000268777.1,0,0,0
ENSG00000268785.1,4,0,0
ENSG00000268789.1,0,0,0
ENSG00000268790.5,0,0,0
ENSG00000268794.1,0,0,0
ENSG00000268797.1,0,0,0
ENSG00000268798.1,18,2,7
ENSG00000268799.4,0,0,0
ENSG00000268803.1,0,0,0
ENSG00000268804.1,0,0,0
ENSG00000268810.1,0,0,0
ENSG00000268812.3,4,3,2
ENSG00000268818.2,1,0,3
ENSG00000268823.2,0,0,0
ENSG00000268830.1,0,0,0
ENSG00000268833.1,4,0,4
ENSG00000268834.2,0,0,0
ENSG00000268836.1,23,44,25
ENSG00000268839.1,0,0,0
ENSG00000268842.1,0,0,0
ENSG00000268845.1,0,0,0
ENSG00000268847.1,0,0,0
ENSG00000268849.5,4,3,0
ENSG00000268854.1,0,0,0
ENSG00000268858.2,218,324,177
ENSG00000268861.7,0,0,0
ENSG00000268864.4,1,3,6
ENSG00000268866.1,1,0,0
ENSG00000268869.6,0,3,2
ENSG00000268870.1,0,1,0
ENSG00000268873.1,0,1,0
ENSG00000268879.1,3,1,3
ENSG00000268883.2,0,1,0
ENSG00000268884.1,0,3,2
ENSG00000268886.1,0,0,0
ENSG00000268889.1,0,0,0
ENSG00000268892.1,0,0,0
ENSG00000268894.7,7,3,5
ENSG00000268895.6,69,44,105
ENSG00000268896.1,2,6,0
ENSG00000268902.3,0,0,4
ENSG00000268903.1,136,0,10
ENSG00000268906.1,0,0,0
ENSG00000268908.1,0,0,0
ENSG00000268912.1,27,17,66
ENSG00000268916.6,0,0,71
ENSG00000268922.1,0,0,0
ENSG00000268926.3,0,0,1
ENSG00000268931.1,0,4,6
ENSG00000268938.2,5,14,1
ENSG00000268940.5,0,0,0
ENSG00000268941.2,50,34,75
ENSG00000268942.2,0,0,5
ENSG00000268945.1,4,32,7
ENSG00000268947.1,15,11,16
ENSG00000268949.1,21,4,0
ENSG00000268951.1,0,0,0
ENSG00000268955.2,0,1,0
ENSG00000268957.1,0,0,0
ENSG00000268964.3,7,3,3
ENSG00000268967.1,0,0,0
ENSG00000268970.1,42,75,137
ENSG00000268975.2,0,0,0
ENSG00000268981.5,5,0,0
ENSG00000268983.1,0,0,0
ENSG00000268985.1,0,0,0
ENSG00000268987.1,0,0,0
ENSG00000268988.1,0,0,0
ENSG00000268992.1,0,0,1
ENSG00000268993.1,0,0,0
ENSG00000268994.3,0,0,0
ENSG00000268995.1,0,0,0
ENSG00000268996.3,147,328,193
ENSG00000268997.1,0,0,0
ENSG00000269001.2,289,287,429
ENSG00000269009.1,1,4,3
ENSG00000269012.2,1,1,3
ENSG00000269014.1,0,0,0
ENSG00000269019.2,15,12,6
ENSG00000269021.1,0,0,0
ENSG00000269025.2,0,0,2
ENSG00000269026.2,0,0,0
ENSG00000269028.3,2856,4909,45
ENSG00000269032.1,0,0,0
ENSG00000269035.1,0,0,0
ENSG00000269037.1,0,1,0
ENSG00000269038.1,7,3,11
ENSG00000269040.1,4,0,0
ENSG00000269043.2,5,2,1
ENSG00000269044.2,278,409,379
ENSG00000269050.1,0,0,1
ENSG00000269053.1,7,5,15
ENSG00000269054.2,29,21,18
ENSG00000269055.1,18,0,0
ENSG00000269058.6,0,0,8
ENSG00000269066.1,2,0,1
ENSG00000269067.2,2,2,1
ENSG00000269068.1,0,1,0
ENSG00000269069.1,16,93,27
ENSG00000269072.1,1,1,0
ENSG00000269082.1,0,0,0
ENSG00000269085.1,0,0,0
ENSG00000269086.3,26,10,5
ENSG00000269091.6,0,4,7
ENSG00000269095.1,0,0,0
ENSG00000269096.7,0,0,0
ENSG00000269097.1,0,0,0
ENSG00000269099.2,0,0,0
ENSG00000269102.1,0,3,2
ENSG00000269103.2,0,0,1
ENSG00000269106.1,0,0,0
ENSG00000269107.1,0,0,0
ENSG00000269110.1,0,0,0
ENSG00000269113.4,153,37,79
ENSG00000269118.1,0,0,0
ENSG00000269119.1,2,2,4
ENSG00000269124.1,0,0,0
ENSG00000269125.1,0,1,1
ENSG00000269130.1,0,0,0
ENSG00000269136.1,2,0,4
ENSG00000269138.1,110,0,4
ENSG00000269139.2,3,0,13
ENSG00000269145.2,0,0,0
ENSG00000269148.1,8,6,6
ENSG00000269151.1,0,0,0
ENSG00000269153.1,8,6,7
ENSG00000269154.1,0,0,0
ENSG00000269155.2,59,58,42
ENSG00000269161.1,10,3,2
ENSG00000269172.1,1,2,0
ENSG00000269176.2,4,25,35
ENSG00000269177.1,0,0,0
ENSG00000269179.1,0,0,0
ENSG00000269181.1,0,0,0
ENSG00000269186.3,0,0,0
ENSG00000269188.1,0,0,0
ENSG00000269189.1,0,0,1
ENSG00000269190.6,193,666,196
ENSG00000269191.1,8,4,1
ENSG00000269194.1,0,3,0
ENSG00000269210.2,2,1,5
ENSG00000269220.1,15,7,19
ENSG00000269226.7,3,0,20
ENSG00000269228.1,1,0,1
ENSG00000269235.2,161,59,851
ENSG00000269236.1,2,0,0
ENSG00000269237.1,0,0,0
ENSG00000269242.1,0,2,3
ENSG00000269243.1,3,4,5
ENSG00000269244.1,0,1,0
ENSG00000269246.1,8,7,34
ENSG00000269253.1,0,0,0
ENSG00000269256.1,0,0,0
ENSG00000269266.1,0,0,0
ENSG00000269271.1,0,0,0
ENSG00000269274.1,5,0,0
ENSG00000269275.1,1,0,1
ENSG00000269281.2,0,0,0
ENSG00000269288.1,0,0,0
ENSG00000269289.6,8,0,20
ENSG00000269292.1,0,0,0
ENSG00000269293.3,132,163,329
ENSG00000269296.1,2,0,1
ENSG00000269300.1,1,2,0
ENSG00000269303.1,0,2,4
ENSG00000269304.1,0,1,4
ENSG00000269307.1,0,0,0
ENSG00000269313.5,429,185,406
ENSG00000269316.1,0,0,0
ENSG00000269318.1,7,6,5
ENSG00000269320.1,0,0,1
ENSG00000269321.1,0,0,0
ENSG00000269332.5,0,0,0
ENSG00000269335.6,304,201,207
ENSG00000269343.9,745,602,1114
ENSG00000269345.1,2,2,3
ENSG00000269349.1,0,0,0
ENSG00000269350.1,2,0,0
ENSG00000269352.1,85,117,48
ENSG00000269353.1,0,79,56
ENSG00000269354.1,0,0,0
ENSG00000269356.1,3,6,9
ENSG00000269364.1,0,0,0
ENSG00000269365.2,0,7,2
ENSG00000269371.1,0,0,0
ENSG00000269373.1,2,0,10
ENSG00000269374.1,0,0,2
ENSG00000269376.1,17,14,13
ENSG00000269378.1,26,7,26
ENSG00000269383.2,0,1,0
ENSG00000269385.1,0,0,0
ENSG00000269386.5,157,125,71
ENSG00000269387.1,0,0,2
ENSG00000269388.1,38,13,36
ENSG00000269391.2,0,0,0
ENSG00000269392.1,3,6,1
ENSG00000269397.1,75,65,74
ENSG00000269399.2,30,44,43
ENSG00000269400.1,0,1,0
ENSG00000269403.1,0,0,0
ENSG00000269404.7,18,20,10
ENSG00000269405.7,0,0,0
ENSG00000269416.6,2,0,0
ENSG00000269419.1,0,0,3
ENSG00000269420.5,0,0,1
ENSG00000269421.1,5,3,9
ENSG00000269425.1,6,1,0
ENSG00000269427.1,28,8,23
ENSG00000269431.1,0,0,0
ENSG00000269433.3,0,0,0
ENSG00000269437.7,0,0,0
ENSG00000269439.6,21,61,28
ENSG00000269444.1,0,1,0
ENSG00000269445.1,0,0,0
ENSG00000269446.2,0,0,0
ENSG00000269458.1,0,0,0
ENSG00000269460.1,0,0,0
ENSG00000269463.1,3,12,12
ENSG00000269466.4,0,1,0
ENSG00000269469.1,0,0,0
ENSG00000269471.1,0,0,0
ENSG00000269473.1,19,49,15
ENSG00000269475.2,0,0,0
ENSG00000269476.1,0,0,0
ENSG00000269480.1,0,0,0
ENSG00000269481.1,13,9,24
ENSG00000269482.1,0,0,1
ENSG00000269483.2,0,0,0
ENSG00000269486.2,18,24,12
ENSG00000269487.1,1,0,2
ENSG00000269489.1,1,17,8
ENSG00000269495.1,0,0,0
ENSG00000269502.5,0,0,0
ENSG00000269504.3,0,0,0
ENSG00000269505.2,0,0,0
ENSG00000269506.2,0,0,0
ENSG00000269509.1,0,0,0
ENSG00000269514.3,8,1,2
ENSG00000269516.6,1643,206,692
ENSG00000269519.1,0,0,0
ENSG00000269524.1,0,0,0
ENSG00000269526.1,34,24,0
ENSG00000269533.5,2,2,0
ENSG00000269534.5,3,0,0
ENSG00000269535.1,2,2,0
ENSG00000269540.1,0,1,2
ENSG00000269543.5,0,0,0
ENSG00000269546.1,0,0,0
ENSG00000269547.1,0,0,0
ENSG00000269552.1,0,0,0
ENSG00000269553.1,3,1,0
ENSG00000269556.8,583,595,800
ENSG00000269559.2,32,11,3
ENSG00000269560.1,1,5,0
ENSG00000269564.1,0,0,0
ENSG00000269565.1,0,0,0
ENSG00000269570.2,0,1,1
ENSG00000269575.1,0,0,0
ENSG00000269576.1,0,0,0
ENSG00000269578.1,0,0,0
ENSG00000269580.2,0,0,0
ENSG00000269583.1,0,1,0
ENSG00000269584.1,0,0,0
ENSG00000269586.7,0,0,0
ENSG00000269588.1,0,0,0
ENSG00000269590.1,0,0,0
ENSG00000269599.1,0,0,0
ENSG00000269600.2,1,3,2
ENSG00000269604.1,0,0,0
ENSG00000269608.1,0,0,6
ENSG00000269609.6,268,631,641
ENSG00000269615.1,0,0,0
ENSG00000269621.1,1,6,11
ENSG00000269622.1,0,0,0
ENSG00000269635.1,0,0,1
ENSG00000269637.1,4,2,3
ENSG00000269646.1,5,56,34
ENSG00000269651.1,0,0,0
ENSG00000269652.1,1,1,0
ENSG00000269653.1,0,4,6
ENSG00000269656.1,4,2,2
ENSG00000269662.1,6,0,2
ENSG00000269667.2,0,1,0
ENSG00000269678.1,0,0,0
ENSG00000269680.1,16,34,17
ENSG00000269681.1,0,0,0
ENSG00000269688.1,13,7,3
ENSG00000269692.1,0,0,0
ENSG00000269693.1,0,0,0
ENSG00000269694.1,0,1,3
ENSG00000269696.2,40,13,45
ENSG00000269699.6,0,0,0
ENSG00000269706.1,0,0,0
ENSG00000269707.2,0,0,1
ENSG00000269711.1,0,0,0
ENSG00000269713.7,351,29,431
ENSG00000269720.2,2,1,46
ENSG00000269729.1,2,0,5
ENSG00000269732.1,0,0,0
ENSG00000269736.1,0,2,1
ENSG00000269737.2,29,42,16
ENSG00000269741.5,0,0,0
ENSG00000269742.1,0,0,0
ENSG00000269743.3,81,65,135
ENSG00000269745.1,0,0,0
ENSG00000269749.1,0,0,0
ENSG00000269752.1,0,0,0
ENSG00000269755.1,1,0,1
ENSG00000269758.1,1,1,0
ENSG00000269761.1,0,0,0
ENSG00000269763.1,1,1,0
ENSG00000269765.2,0,0,1
ENSG00000269776.1,0,0,0
ENSG00000269779.1,8,0,0
ENSG00000269782.1,0,0,0
ENSG00000269786.1,0,0,0
ENSG00000269787.2,0,0,0
ENSG00000269791.5,0,0,0
ENSG00000269792.1,0,0,0
ENSG00000269793.7,0,0,0
ENSG00000269794.1,1,0,3
ENSG00000269796.1,0,0,0
ENSG00000269799.1,0,0,0
ENSG00000269800.1,4,1,6
ENSG00000269802.1,1,2,0
ENSG00000269806.1,0,0,3
ENSG00000269807.1,1,1,1
ENSG00000269811.2,0,0,0
ENSG00000269813.1,0,0,0
ENSG00000269815.1,5,7,1
ENSG00000269821.1,104,62,415
ENSG00000269825.1,57,40,98
ENSG00000269826.1,0,0,0
ENSG00000269833.2,0,0,0
ENSG00000269834.6,249,72,386
ENSG00000269836.1,1,0,3
ENSG00000269837.1,220,33,181
ENSG00000269839.1,0,0,0
ENSG00000269842.5,5,0,0
ENSG00000269843.1,34,23,24
ENSG00000269845.1,2,5,12
ENSG00000269846.1,0,0,0
ENSG00000269848.1,0,0,0
ENSG00000269855.2,0,1,1
ENSG00000269858.6,128,236,144
ENSG00000269859.1,0,0,0
ENSG00000269867.1,174,254,253
ENSG00000269873.1,2,2,6
ENSG00000269877.3,1,0,0
ENSG00000269883.1,0,0,0
ENSG00000269885.1,1,0,0
ENSG00000269886.1,1,3,0
ENSG00000269887.1,60,420,165
ENSG00000269888.1,3,1,1
ENSG00000269889.1,15,14,21
ENSG00000269891.2,0,1,0
ENSG00000269892.1,15,73,82
ENSG00000269893.8,1746,1285,1620
ENSG00000269894.1,9,25,5
ENSG00000269895.1,0,0,3
ENSG00000269896.2,153,141,72
ENSG00000269897.5,0,0,0
ENSG00000269898.1,0,2,0
ENSG00000269900.3,0,0,0
ENSG00000269901.1,4,1,0
ENSG00000269902.1,1,0,0
ENSG00000269903.1,11,11,20
ENSG00000269904.2,5,5,14
ENSG00000269906.1,27,36,31
ENSG00000269907.1,0,4,3
ENSG00000269910.1,6,6,0
ENSG00000269911.1,0,0,0
ENSG00000269915.1,1,5,1
ENSG00000269918.1,103,22,87
ENSG00000269919.1,3,5,0
ENSG00000269921.1,12,5,5
ENSG00000269924.1,5,14,1
ENSG00000269925.1,11,8,13
ENSG00000269926.1,0,0,0
ENSG00000269927.1,2,0,3
ENSG00000269929.3,132,139,198
ENSG00000269930.1,4,0,2
ENSG00000269931.2,0,0,0
ENSG00000269933.1,6,6,16
ENSG00000269934.3,38,167,398
ENSG00000269935.1,0,0,0
ENSG00000269937.1,9,2,0
ENSG00000269938.1,0,4,5
ENSG00000269939.1,0,0,0
ENSG00000269940.1,21,9,4
ENSG00000269944.1,0,0,1
ENSG00000269945.1,1,3,0
ENSG00000269947.1,9,67,37
ENSG00000269949.1,14,47,22
ENSG00000269950.1,0,0,0
ENSG00000269951.1,3,7,2
ENSG00000269952.1,5,15,3
ENSG00000269954.2,6,1,4
ENSG00000269955.2,0,0,0
ENSG00000269956.2,9,5,4
ENSG00000269957.6,0,0,0
ENSG00000269958.1,393,858,327
ENSG00000269959.1,1,39,4
ENSG00000269961.1,18,5,5
ENSG00000269964.3,1,14,0
ENSG00000269966.1,0,0,0
ENSG00000269967.1,1,18,7
ENSG00000269968.1,0,0,0
ENSG00000269970.1,3,14,3
ENSG00000269971.1,0,2,0
ENSG00000269972.1,0,0,0
ENSG00000269973.1,195,639,373
ENSG00000269976.1,2,9,6
ENSG00000269978.1,3,1,0
ENSG00000269980.1,0,1,3
ENSG00000269981.1,38,0,2
ENSG00000269982.1,94,158,172
ENSG00000269983.1,0,0,0
ENSG00000269984.1,5,9,12
ENSG00000269985.1,165,3,497
ENSG00000269986.1,0,0,0
ENSG00000269987.1,0,0,0
ENSG00000269989.1,0,0,0
ENSG00000269993.1,0,0,0
ENSG00000269994.3,1,0,1
ENSG00000269997.1,1,8,3
ENSG00000270000.1,5,27,5
ENSG00000270001.1,4,6,0
ENSG00000270002.1,1,0,0
ENSG00000270006.2,9,8,16
ENSG00000270008.1,0,0,0
ENSG00000270011.7,6,3,7
ENSG00000270012.1,58,147,40
ENSG00000270016.1,3,0,0
ENSG00000270017.1,0,0,0
ENSG00000270019.1,7,11,28
ENSG00000270020.1,3,27,10
ENSG00000270021.1,37,18,18
ENSG00000270022.3,3,5,1
ENSG00000270025.2,0,0,0
ENSG00000270030.1,2,1,7
ENSG00000270031.1,3,4,3
ENSG00000270035.1,3,0,5
ENSG00000270036.1,0,1,0
ENSG00000270038.1,0,0,0
ENSG00000270039.1,80,81,91
ENSG00000270048.1,4,3,2
ENSG00000270049.3,38,136,74
ENSG00000270050.1,0,0,0
ENSG00000270052.1,0,1,0
ENSG00000270055.1,135,58,115
ENSG00000270059.1,6,6,7
ENSG00000270060.1,28,25,12
ENSG00000270061.1,1,6,1
ENSG00000270062.1,23,47,25
ENSG00000270066.3,0,0,0
ENSG00000270068.1,4,6,2
ENSG00000270069.1,14,20,43
ENSG00000270071.3,1,3,1
ENSG00000270072.1,1,0,1
ENSG00000270073.1,0,0,0
ENSG00000270074.1,6,5,7
ENSG00000270075.1,0,0,0
ENSG00000270076.1,8,0,7
ENSG00000270077.1,0,0,2
ENSG00000270082.1,0,0,0
ENSG00000270083.1,13,6,6
ENSG00000270084.2,39,153,100
ENSG00000270087.5,0,0,0
ENSG00000270090.5,1,1,0
ENSG00000270091.1,29,212,63
ENSG00000270094.1,0,0,0
ENSG00000270095.1,0,4,0
ENSG00000270096.1,0,0,0
ENSG00000270098.1,0,0,0
ENSG00000270099.1,0,0,0
ENSG00000270100.1,0,0,0
ENSG00000270103.3,0,0,0
ENSG00000270104.1,0,4,1
ENSG00000270105.1,1,0,0
ENSG00000270106.6,1,0,0
ENSG00000270108.1,8,11,10
ENSG00000270110.2,0,2,3
ENSG00000270111.3,0,1,0
ENSG00000270112.4,4,0,12
ENSG00000270114.1,0,0,0
ENSG00000270115.1,3,0,3
ENSG00000270116.1,4,4,4
ENSG00000270117.1,0,0,0
ENSG00000270118.1,0,0,0
ENSG00000270120.1,1,5,2
ENSG00000270123.4,0,0,0
ENSG00000270124.1,2,5,1
ENSG00000270127.2,101,19,84
ENSG00000270130.1,2,3,4
ENSG00000270131.1,0,0,0
ENSG00000270133.1,3,0,4
ENSG00000270135.1,0,0,0
ENSG00000270136.6,0,0,0
ENSG00000270137.1,0,2,1
ENSG00000270139.1,0,0,0
ENSG00000270140.1,0,1,2
ENSG00000270141.3,0,0,0
ENSG00000270147.1,2,5,4
ENSG00000270149.5,10,23,6
ENSG00000270154.1,3,0,0
ENSG00000270157.1,132,18,35
ENSG00000270159.1,2,0,0
ENSG00000270164.1,75,40,30
ENSG00000270165.1,2,2,0
ENSG00000270166.1,0,0,0
ENSG00000270170.2,736,1068,1901
ENSG00000270171.1,2,0,6
ENSG00000270174.1,0,0,0
ENSG00000270175.1,132,199,58
ENSG00000270177.1,63,81,102
ENSG00000270178.1,0,0,4
ENSG00000270179.1,87,30,167
ENSG00000270181.3,0,0,0
ENSG00000270182.1,8,0,0
ENSG00000270184.1,7,0,1
ENSG00000270185.1,0,0,0
ENSG00000270187.1,0,0,10
ENSG00000270188.1,1,3,0
ENSG00000270190.1,0,4,1
ENSG00000270191.1,0,0,0
ENSG00000270192.1,0,0,0
ENSG00000270193.1,0,0,0
ENSG00000270194.1,200,69,166
ENSG00000270195.2,13,30,9
ENSG00000270196.1,0,0,0
ENSG00000270200.1,0,0,0
ENSG00000270202.1,0,0,0
ENSG00000270204.1,0,0,0
ENSG00000270207.2,1,2,2
ENSG00000270209.1,0,0,0
ENSG00000270210.1,25,32,46
ENSG00000270212.1,0,0,0
ENSG00000270218.1,0,0,0
ENSG00000270222.1,0,0,0
ENSG00000270225.1,10,7,2
ENSG00000270226.1,0,0,0
ENSG00000270228.1,6,5,8
ENSG00000270230.1,1,0,0
ENSG00000270231.4,263,51,58
ENSG00000270232.1,0,0,0
ENSG00000270234.1,0,0,0
ENSG00000270236.1,0,0,0
ENSG00000270240.2,1,26,24
ENSG00000270241.1,0,0,0
ENSG00000270242.1,0,0,0
ENSG00000270243.1,0,0,0
ENSG00000270244.1,2,0,0
ENSG00000270248.1,10,3,18
ENSG00000270249.2,0,0,0
ENSG00000270251.1,0,0,0
ENSG00000270252.1,0,0,0
ENSG00000270255.1,0,0,0
ENSG00000270257.1,6,2,0
ENSG00000270258.1,0,0,0
ENSG00000270259.2,0,0,0
ENSG00000270264.1,2,4,10
ENSG00000270265.1,9,18,7
ENSG00000270268.1,0,0,0
ENSG00000270269.1,0,0,2
ENSG00000270270.1,4,1,1
ENSG00000270273.1,0,0,0
ENSG00000270275.1,0,0,0
ENSG00000270276.2,1,0,1
ENSG00000270277.1,7,2,2
ENSG00000270279.1,0,0,0
ENSG00000270280.1,3,0,0
ENSG00000270281.1,0,0,0
ENSG00000270282.1,2,2,1
ENSG00000270285.1,0,0,0
ENSG00000270287.1,0,0,0
ENSG00000270289.1,0,0,0
ENSG00000270292.1,2,8,0
ENSG00000270293.1,0,0,0
ENSG00000270294.1,0,0,0
ENSG00000270296.1,0,0,6
ENSG00000270299.1,4,1,12
ENSG00000270300.2,3,0,1
ENSG00000270301.1,0,0,0
ENSG00000270302.1,1,0,0
ENSG00000270304.1,1,0,0
ENSG00000270306.1,0,0,0
ENSG00000270307.1,5,11,1
ENSG00000270308.1,0,0,0
ENSG00000270313.1,0,14,2
ENSG00000270314.1,0,0,2
ENSG00000270316.1,0,0,0
ENSG00000270317.1,0,0,0
ENSG00000270318.1,0,0,3
ENSG00000270321.2,0,0,6
ENSG00000270322.1,0,0,0
ENSG00000270323.1,0,0,0
ENSG00000270324.1,0,0,0
ENSG00000270325.1,4,0,0
ENSG00000270326.1,0,0,7
ENSG00000270328.1,0,0,0
ENSG00000270330.1,1,1,1
ENSG00000270332.2,6,11,12
ENSG00000270333.1,0,0,0
ENSG00000270335.1,0,0,0
ENSG00000270336.1,0,0,0
ENSG00000270339.3,0,0,5
ENSG00000270342.1,0,0,0
ENSG00000270343.1,1,0,3
ENSG00000270344.3,67,151,47
ENSG00000270347.1,0,0,0
ENSG00000270350.1,0,0,0
ENSG00000270352.1,0,0,0
ENSG00000270354.1,0,0,0
ENSG00000270356.1,0,0,0
ENSG00000270359.1,0,0,0
ENSG00000270361.1,1,1,15
ENSG00000270362.1,38,84,58
ENSG00000270367.1,0,0,0
ENSG00000270369.1,0,0,0
ENSG00000270371.1,0,0,0
ENSG00000270372.1,73,0,0
ENSG00000270377.1,0,0,0
ENSG00000270378.1,0,0,0
ENSG00000270379.6,5,3,3
ENSG00000270380.1,0,0,0
ENSG00000270381.1,0,0,0
ENSG00000270382.1,0,0,0
ENSG00000270384.1,0,0,0
ENSG00000270385.1,3,2,1
ENSG00000270387.1,0,0,0
ENSG00000270388.1,392,7,11
ENSG00000270390.1,17,0,0
ENSG00000270392.2,17,7,21
ENSG00000270393.1,0,0,0
ENSG00000270394.4,0,2,0
ENSG00000270395.1,0,0,0
ENSG00000270397.1,0,0,0
ENSG00000270400.1,0,0,0
ENSG00000270401.1,0,0,0
ENSG00000270402.1,1,2,6
ENSG00000270403.1,0,0,0
ENSG00000270405.1,0,0,0
ENSG00000270409.1,0,0,3
ENSG00000270411.1,0,0,0
ENSG00000270412.1,0,12,3
ENSG00000270413.1,0,0,0
ENSG00000270415.1,0,0,0
ENSG00000270416.2,0,0,0
ENSG00000270419.1,9,9,22
ENSG00000270421.1,0,0,0
ENSG00000270422.1,0,0,0
ENSG00000270423.1,0,0,0
ENSG00000270424.1,0,0,0
ENSG00000270425.1,0,0,0
ENSG00000270426.1,10,12,4
ENSG00000270427.1,7,8,4
ENSG00000270429.1,1,1,0
ENSG00000270430.1,0,0,0
ENSG00000270431.1,0,0,0
ENSG00000270432.1,1,0,7
ENSG00000270433.1,5,2,6
ENSG00000270434.1,0,0,0
ENSG00000270435.1,0,0,0
ENSG00000270437.1,0,0,0
ENSG00000270440.1,0,0,0
ENSG00000270441.1,49,83,168
ENSG00000270442.1,0,0,1
ENSG00000270443.1,0,0,0
ENSG00000270444.1,0,0,0
ENSG00000270445.1,0,0,0
ENSG00000270446.1,0,0,0
ENSG00000270447.1,0,0,0
ENSG00000270449.1,0,0,0
ENSG00000270450.1,0,0,0
ENSG00000270451.1,0,0,0
ENSG00000270453.1,0,0,0
ENSG00000270455.1,0,0,0
ENSG00000270456.1,0,0,0
ENSG00000270457.1,0,3,1
ENSG00000270458.1,0,0,0
ENSG00000270460.1,0,26,11
ENSG00000270462.1,2,0,3
ENSG00000270467.1,0,0,1
ENSG00000270469.1,1,2,4
ENSG00000270470.1,0,0,0
ENSG00000270472.2,2,0,1
ENSG00000270474.2,0,0,0
ENSG00000270475.1,1,0,0
ENSG00000270477.1,2,0,0
ENSG00000270479.1,0,1,0
ENSG00000270480.1,0,0,0
ENSG00000270482.1,9,16,11
ENSG00000270484.1,0,0,0
ENSG00000270487.1,0,0,0
ENSG00000270488.1,0,0,0
ENSG00000270490.1,0,0,0
ENSG00000270491.1,0,0,0
ENSG00000270492.1,0,0,0
ENSG00000270493.1,0,0,0
ENSG00000270494.1,0,0,0
ENSG00000270495.1,0,0,0
ENSG00000270496.1,0,0,0
ENSG00000270497.1,1,0,0
ENSG00000270499.1,1,1,0
ENSG00000270500.1,0,0,0
ENSG00000270503.1,70,38,149
ENSG00000270504.1,294,101,298
ENSG00000270505.1,0,0,1
ENSG00000270506.1,0,0,0
ENSG00000270507.1,0,0,0
ENSG00000270509.1,0,0,0
ENSG00000270510.1,0,0,0
ENSG00000270512.1,1,0,0
ENSG00000270513.1,3,0,3
ENSG00000270516.1,0,0,0
ENSG00000270518.2,0,0,0
ENSG00000270521.1,0,0,0
ENSG00000270522.1,1,0,0
ENSG00000270524.1,0,0,0
ENSG00000270526.1,0,0,0
ENSG00000270528.1,1,0,0
ENSG00000270531.1,0,0,0
ENSG00000270532.1,14,2,4
ENSG00000270533.2,2,0,7
ENSG00000270535.1,0,0,0
ENSG00000270538.1,0,0,0
ENSG00000270540.1,2,0,0
ENSG00000270541.1,0,0,0
ENSG00000270542.1,2,0,0
ENSG00000270547.6,349,237,286
ENSG00000270549.1,0,0,0
ENSG00000270550.1,21,22,127
ENSG00000270552.1,1,0,0
ENSG00000270553.1,0,0,0
ENSG00000270554.1,0,0,0
ENSG00000270555.1,1,0,0
ENSG00000270557.1,15,26,21
ENSG00000270558.1,49,395,208
ENSG00000270560.1,0,0,0
ENSG00000270562.1,6,82,23
ENSG00000270569.1,0,0,0
ENSG00000270570.1,0,0,0
ENSG00000270571.2,67,121,232
ENSG00000270574.1,3,0,11
ENSG00000270575.1,0,1,1
ENSG00000270576.1,0,0,0
ENSG00000270577.1,1,2,5
ENSG00000270578.1,4,2,2
ENSG00000270580.5,7,13,12
ENSG00000270583.1,0,0,0
ENSG00000270584.1,0,0,0
ENSG00000270585.1,2,2,1
ENSG00000270587.1,25,1,24
ENSG00000270588.1,0,0,0
